Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
ACGLP,Arch Capital Group Ltd.,23.29,,,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/acglp
FUV,"Arcimoto, Inc.",4.1,$65.57M,2017.0,Consumer Non-Durables,Motor Vehicles,https://www.nasdaq.com/symbol/fuv
ARDX,"Ardelyx, Inc.",4.3,$266.83M,2014.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ardx
ARNA,"Arena Pharmaceuticals, Inc.",42.85,$2.11B,2000.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/arna
ARCC,Ares Capital Corporation,17.38,$7.41B,2004.0,,,https://www.nasdaq.com/symbol/arcc
ARGX,argenx SE,77.88,$2.53B,2017.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/argx
ARKR,Ark Restaurants Corp.,22.9999,$79.81M,,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/arkr
ARTX,Arotech Corporation,3.5,$92.7M,1994.0,Miscellaneous,Industrial Machinery/Components,https://www.nasdaq.com/symbol/artx
ARQL,"ArQule, Inc.",5.33,$579.99M,1996.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/arql
ARRY,Array BioPharma Inc.,14.72,$3.13B,2000.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/arry
ARRS,ARRIS International plc,26.31,$4.74B,,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/arrs
DWAT,Arrow DWA Tactical ETF,12.5573,$6.28M,,,,https://www.nasdaq.com/symbol/dwat
AROW,Arrow Financial Corporation,37.5,$541.37M,,Finance,Major Banks,https://www.nasdaq.com/symbol/arow
ARWR,"Arrowhead Pharmaceuticals, Inc.",18.7,$1.65B,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/arwr
ASNS,"Arsanis, Inc.",1.63,$23.33M,2017.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/asns
ARTNA,Artesian Resources Corporation,35.88,$331.59M,,Public Utilities,Water Supply,https://www.nasdaq.com/symbol/artna
ARTW,"Arts-Way Manufacturing Co., Inc.",2.6585,$11.17M,,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/artw
ASNA,"Ascena Retail Group, Inc.",4.01,$786.82M,,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/asna
ASND,Ascendis Pharma A/S,67.03,$2.81B,2015.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/asnd
ASCMA,"Ascent Capital Group, Inc.",2.29,$28.47M,,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/ascma
APWC,Asia Pacific Wire & Cable Corporation Limited,2.7,$37.31M,,Basic Industries,Telecommunications Equipment,https://www.nasdaq.com/symbol/apwc
ASML,ASML Holding N.V.,191.47,$81.67B,1995.0,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/asml
ASPU,Aspen Group Inc.,7.08,$129.68M,,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/aspu
AZPN,"Aspen Technology, Inc.",111.76,$7.94B,1994.0,Technology,EDP Services,https://www.nasdaq.com/symbol/azpn
ASMB,"Assembly Biosciences, Inc.",37.36,$950.68M,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/asmb
ASFI,"Asta Funding, Inc.",4.1,$27.41M,1995.0,Finance,Finance Companies,https://www.nasdaq.com/symbol/asfi
ASTE,"Astec Industries, Inc.",51.12,$1.18B,1986.0,Capital Goods,Construction/Ag Equipment/Trucks,https://www.nasdaq.com/symbol/aste
ATRO,Astronics Corporation,43.45,$1.22B,,Capital Goods,Military/Government/Technical,https://www.nasdaq.com/symbol/atro
ALOT,"AstroNova, Inc.",21.8,$149.51M,1983.0,Technology,Computer peripheral equipment,https://www.nasdaq.com/symbol/alot
ASTC,Astrotech Corporation,3.33,$13.7M,,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://www.nasdaq.com/symbol/astc
ASUR,Asure Software Inc,12.29,$187.09M,,Technology,EDP Services,https://www.nasdaq.com/symbol/asur
ASV,"ASV Holdings, Inc.",5.4,$53.1M,2017.0,Capital Goods,Construction/Ag Equipment/Trucks,https://www.nasdaq.com/symbol/asv
ATAI,ATA Inc.,1.03,$24.94M,2008.0,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/atai
ATRA,"Atara Biotherapeutics, Inc.",40.7,$1.85B,2014.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/atra
ATHN,"athenahealth, Inc.",133.14,$5.39B,2007.0,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/athn
ATNX,"Athenex, Inc.",16.86,$1.12B,2017.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/atnx
ATHX,"Athersys, Inc.",1.95,$270.24M,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/athx
AAME,Atlantic American Corporation,2.65,$53.66M,,Finance,Life Insurance,https://www.nasdaq.com/symbol/aame
ACBI,"Atlantic Capital Bancshares, Inc.",17.3,$451.6M,,Finance,Major Banks,https://www.nasdaq.com/symbol/acbi
ATLC,Atlanticus Holdings Corporation,2.99,$46.64M,1995.0,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/atlc
AAWW,Atlas Air Worldwide Holdings,62.35,$1.59B,,Transportation,Transportation Services,https://www.nasdaq.com/symbol/aaww
AFH,"Atlas Financial Holdings, Inc.",10.3,$122.95M,2013.0,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/afh
AFHBL,"Atlas Financial Holdings, Inc.",25.25,,,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/afhbl
TEAM,Atlassian Corporation Plc,92.47,$21.76B,2015.0,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/team
ATNI,"ATN International, Inc.",72.26,$1.15B,,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/atni
ATOM,Atomera Incorporated,5.25,$65.14M,2016.0,Technology,Semiconductors,https://www.nasdaq.com/symbol/atom
ATOS,Atossa Genetics Inc.,1.7,$9.35M,2012.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/atos
ATRC,"AtriCure, Inc.",35.45,$1.25B,2005.0,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/atrc
ATRI,Atrion Corporation,661.75,$1.23B,,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/atri
ATTU,Attunity Ltd.,18.66,$393.55M,,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/attu
LIFE,"aTyr Pharma, Inc.",0.7851,$23.44M,2015.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/life
AUBN,"Auburn National Bancorporation, Inc.",39.09,$142.44M,,Finance,Major Banks,https://www.nasdaq.com/symbol/aubn
BOLD,"Audentes Therapeutics, Inc.",37.65,$1.41B,2016.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/bold
AUDC,AudioCodes Ltd.,10.03,$289.03M,1999.0,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/audc
AUPH,Aurinia Pharmaceuticals Inc,5.88,$501.68M,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/auph
EARS,Auris Medical Holding AG,0.2844,$1.74M,2014.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ears
ADSK,"Autodesk, Inc.",152.83,$33.41B,,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/adsk
ADP,"Automatic Data Processing, Inc.",149.07,$65.21B,,Technology,EDP Services,https://www.nasdaq.com/symbol/adp
AUTO,"AutoWeb, Inc.",3.15,$40.79M,,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/auto
AVDL,Avadel Pharmaceuticals plc,4.28,$157.35M,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/avdl
ATXI,"Avenue Therapeutics, Inc.",3.27,$34.51M,2017.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/atxi
AVEO,"AVEO Pharmaceuticals, Inc.",2.83,$336.86M,2010.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aveo
AVNW,"Aviat Networks, Inc.",17.18,$92.27M,,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/avnw
AVID,"Avid Technology, Inc.",5.88,$245.73M,1993.0,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/avid
AVGR,"Avinger, Inc.",1.38,$15.94M,2015.0,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/avgr
CAR,"Avis Budget Group, Inc.",32.25,$2.55B,,Consumer Services,Rental/Leasing Companies,https://www.nasdaq.com/symbol/car
AHPA,Avista Healthcare Public Acquisition Corp.,10.1403,$121.69M,2016.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ahpa
AHPAU,Avista Healthcare Public Acquisition Corp.,10.25,,2016.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ahpau
AHPAW,Avista Healthcare Public Acquisition Corp.,0.19,,2016.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ahpaw
AVT,"Avnet, Inc.",47.0,$5.44B,,Consumer Non-Durables,Electronic Components,https://www.nasdaq.com/symbol/avt
AWRE,"Aware, Inc.",3.6,$77.68M,1996.0,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/awre
ACLS,"Axcelis Technologies, Inc.",20.25,$655.2M,2000.0,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/acls
AXGN,"AxoGen, Inc.",36.65,$1.4B,,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/axgn
AAXN,"Axon Enterprise, Inc.",63.62,$3.71B,,Capital Goods,Ordnance And Accessories,https://www.nasdaq.com/symbol/aaxn
BOFI,"Axos Financial, Inc.",35.48,$2.23B,2005.0,Finance,Savings Institutions,https://www.nasdaq.com/symbol/bofi
BOFIL,"Axos Financial, Inc.",25.73,,,Finance,Savings Institutions,https://www.nasdaq.com/symbol/bofil
AXSM,"Axsome Therapeutics, Inc.",3.3,$86.63M,2015.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/axsm
AXTI,AXT Inc,7.5,$296.33M,1998.0,Technology,Semiconductors,https://www.nasdaq.com/symbol/axti
AYTU,"Aytu BioScience, Inc.",2.61,$4.7M,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aytu
AZRX,"AzurRx BioPharma, Inc.",2.95,$49.89M,2016.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/azrx
BCOM,B Communications Ltd.,10.1696,$303.96M,,Consumer Services,Telecommunications Equipment,https://www.nasdaq.com/symbol/bcom
RILY,"B. Riley Financial, Inc.",22.65,$591.78M,,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/rily
RILYL,"B. Riley Financial, Inc.",25.5647,,,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/rilyl
RILYZ,"B. Riley Financial, Inc.",25.41,,,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/rilyz
BOSC,B.O.S. Better Online Solutions,2.43,$8.64M,,Technology,Computer Communications Equipment,https://www.nasdaq.com/symbol/bosc
BIDU,"Baidu, Inc.",226.63,$79.34B,2005.0,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/bidu
BCPC,Balchem Corporation,114.97,$3.7B,,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/bcpc
BLDP,"Ballard Power Systems, Inc.",4.19,$749.2M,,Energy,Industrial Machinery/Components,https://www.nasdaq.com/symbol/bldp
BANF,BancFirst Corporation,61.65,$2.02B,1993.0,Finance,Major Banks,https://www.nasdaq.com/symbol/banf
BANFP,BancFirst Corporation,27.5644,$27.56M,,Finance,Major Banks,https://www.nasdaq.com/symbol/banfp
BCTF,"Bancorp 34, Inc.",16.22,$55.21M,,Finance,Savings Institutions,https://www.nasdaq.com/symbol/bctf
BAND,Bandwidth Inc.,52.63,$991.21M,2017.0,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/band
BOCH,Bank of Commerce Holdings (CA),12.45,$203.16M,,Finance,Major Banks,https://www.nasdaq.com/symbol/boch
BMRC,Bank of Marin Bancorp,84.85,$593.39M,,Finance,Major Banks,https://www.nasdaq.com/symbol/bmrc
BMLP,Bank Of Montreal,51.22,$51.22M,,Finance,Commercial Banks,https://www.nasdaq.com/symbol/bmlp
BKSC,Bank of South Carolina Corp.,20.3,$111.86M,,Finance,Major Banks,https://www.nasdaq.com/symbol/bksc
BOTJ,"Bank of the James Financial Group, Inc.",16.3,$71.37M,,Finance,Major Banks,https://www.nasdaq.com/symbol/botj
BFIN,BankFinancial Corporation,16.02,$279.44M,,Finance,Savings Institutions,https://www.nasdaq.com/symbol/bfin
BWFG,"Bankwell Financial Group, Inc.",31.41,$246.34M,2014.0,Finance,Major Banks,https://www.nasdaq.com/symbol/bwfg
BANR,Banner Corporation,64.11,$2.08B,,Finance,Major Banks,https://www.nasdaq.com/symbol/banr
BZUN,Baozun Inc.,46.71,$2.66B,2015.0,Consumer Services,Catalog/Specialty Distribution,https://www.nasdaq.com/symbol/bzun
DFVL,Barclays PLC,62.64,$4.46M,,Finance,Commercial Banks,https://www.nasdaq.com/symbol/dfvl
DFVS,Barclays PLC,37.8,$4.65M,,Finance,Commercial Banks,https://www.nasdaq.com/symbol/dfvs
DLBL,Barclays PLC,75.08,$4.35M,,Finance,Commercial Banks,https://www.nasdaq.com/symbol/dlbl
DLBS,Barclays PLC,21.66,$20.02M,,Finance,Commercial Banks,https://www.nasdaq.com/symbol/dlbs
DTUL,Barclays PLC,56.75,$3.97M,,Finance,Commercial Banks,https://www.nasdaq.com/symbol/dtul
DTUS,Barclays PLC,41.1,$6.42M,,Finance,Commercial Banks,https://www.nasdaq.com/symbol/dtus
DTYL,Barclays PLC,72.62,$4.64M,,Finance,Commercial Banks,https://www.nasdaq.com/symbol/dtyl
DTYS,Barclays PLC,24.3,$73.03M,,Finance,Commercial Banks,https://www.nasdaq.com/symbol/dtys
FLAT,Barclays PLC,65.13,$2.99M,,Finance,Commercial Banks,https://www.nasdaq.com/symbol/flat
STPP,Barclays PLC,30.31,$2.52M,,Finance,Commercial Banks,https://www.nasdaq.com/symbol/stpp
TAPR,Barclays PLC,29.18,$18.53M,,Finance,Commercial Banks,https://www.nasdaq.com/symbol/tapr
BHAC,Barington/Hilco Acquisition Corp.,10.9,$24.48M,2015.0,Finance,Business Services,https://www.nasdaq.com/symbol/bhac
BHACR,Barington/Hilco Acquisition Corp.,0.21,,2015.0,Finance,Business Services,https://www.nasdaq.com/symbol/bhacr
BHACU,Barington/Hilco Acquisition Corp.,10.52,,2015.0,Finance,Business Services,https://www.nasdaq.com/symbol/bhacu
BHACW,Barington/Hilco Acquisition Corp.,0.0986,,2015.0,Finance,Business Services,https://www.nasdaq.com/symbol/bhacw
BBSI,"Barrett Business Services, Inc.",64.33,$473.46M,1993.0,Technology,Professional Services,https://www.nasdaq.com/symbol/bbsi
BSET,"Bassett Furniture Industries, Incorporated",20.4,$219.01M,,Consumer Durables,Home Furnishings,https://www.nasdaq.com/symbol/bset
BCBP,"BCB Bancorp, Inc. (NJ)",14.0,$220.96M,2005.0,Finance,Savings Institutions,https://www.nasdaq.com/symbol/bcbp
BECN,"Beacon Roofing Supply, Inc.",37.43,$2.55B,2004.0,Consumer Services,RETAIL: Building Materials,https://www.nasdaq.com/symbol/becn
BBGI,"Beasley Broadcast Group, Inc.",6.7,$184.3M,2000.0,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/bbgi
BBBY,Bed Bath & Beyond Inc.,19.06,$2.67B,1992.0,Consumer Services,Home Furnishings,https://www.nasdaq.com/symbol/bbby
BGNE,"BeiGene, Ltd.",166.06,$9.83B,2016.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/bgne
BELFA,Bel Fuse Inc.,21.0,$252.26M,,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/belfa
BELFB,Bel Fuse Inc.,25.35,$304.52M,,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/belfb
BLPH,"Bellerophon Therapeutics, Inc.",1.1,$63.58M,2015.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/blph
BLCM,"Bellicum Pharmaceuticals, Inc.",6.55,$283.94M,2014.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/blcm
BNCL,"Beneficial Bancorp, Inc.",17.1,$1.28B,,Finance,Savings Institutions,https://www.nasdaq.com/symbol/bncl
BNFT,"Benefitfocus, Inc.",41.0,$1.31B,2013.0,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/bnft
BNTC,Benitec Biopharma Limited,2.52,$32.39M,2015.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/bntc
BNTCW,Benitec Biopharma Limited,0.4497,,2015.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/bntcw
BYSI,"BeyondSpring, Inc.",25.475,$571.55M,2017.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/bysi
BGCP,"BGC Partners, Inc.",11.58,$3.78B,,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/bgcp
BGFV,Big 5 Sporting Goods Corporation,5.05,$108.23M,2002.0,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/bgfv
BASI,"Bioanalytical Systems, Inc.",1.65,$16.9M,1997.0,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/basi
ORPN,Bioblast Pharma Ltd.,1.2753,$4.26M,2014.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/orpn
BIOC,"Biocept, Inc.",2.92,$6.66M,2014.0,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/bioc
BCRX,"BioCryst Pharmaceuticals, Inc.",7.32,$800.68M,1994.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/bcrx
BDSI,"BioDelivery Sciences International, Inc.",2.775,$165.28M,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/bdsi
BIIB,Biogen Inc.,347.02,$69.9B,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/biib
BKYI,"BIO-key International, Inc.",1.26,$15.87M,,Technology,Computer Communications Equipment,https://www.nasdaq.com/symbol/bkyi
BIOL,"Biolase, Inc.",2.09,$43.05M,,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/biol
BLFS,"BioLife Solutions, Inc.",17.1,$305.92M,,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/blfs
BLRX,BioLineRx Ltd.,1.034,$111.76M,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/blrx
BMRN,BioMarin Pharmaceutical Inc.,97.63,$17.34B,1999.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/bmrn
BMRA,"Biomerica, Inc.",3.57,$30.89M,,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/bmra
BVXV,BiondVax Pharmaceuticals Ltd.,5.75,$37.58M,2015.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/bvxv
BVXVW,BiondVax Pharmaceuticals Ltd.,1.17,,2015.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/bvxvw
BPTH,"Bio-Path Holdings, Inc.",0.62,$7.03M,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/bpth
BIOS,"BioScrip, Inc.",3.1,$396.94M,,Health Care,Medical/Nursing Services,https://www.nasdaq.com/symbol/bios
BSTC,BioSpecifics Technologies Corp,58.38,$425.88M,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/bstc
TECH,Bio-Techne Corp,200.23,$7.56B,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/tech
BEAT,"BioTelemetry, Inc.",61.35,$2.01B,2008.0,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/beat
BCAC,Bison Capital Acquisition Corp.,10.25,$24.93M,2017.0,Finance,Business Services,https://www.nasdaq.com/symbol/bcac
BCACR,Bison Capital Acquisition Corp.,0.52,,2017.0,Finance,Business Services,https://www.nasdaq.com/symbol/bcacr
BCACU,Bison Capital Acquisition Corp.,10.832,,2017.0,Finance,Business Services,https://www.nasdaq.com/symbol/bcacu
BCACW,Bison Capital Acquisition Corp.,0.52,,2017.0,Finance,Business Services,https://www.nasdaq.com/symbol/bcacw
BJRI,"BJs Restaurants, Inc.",69.35,$1.46B,,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/bjri
BBOX,Black Box Corporation,1.08,$16.45M,,Technology,Computer Communications Equipment,https://www.nasdaq.com/symbol/bbox
BRAC,Black Ridge Acquisition Corp.,9.85,$43M,2017.0,Finance,Business Services,https://www.nasdaq.com/symbol/brac
BRACR,Black Ridge Acquisition Corp.,0.37,,2017.0,Finance,Business Services,https://www.nasdaq.com/symbol/bracr
BRACU,Black Ridge Acquisition Corp.,11.155,,2017.0,Finance,Business Services,https://www.nasdaq.com/symbol/bracu
BRACW,Black Ridge Acquisition Corp.,0.45,,2017.0,Finance,Business Services,https://www.nasdaq.com/symbol/bracw
BLKB,"Blackbaud, Inc.",101.98,$4.95B,2004.0,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/blkb
BL,"BlackLine, Inc.",55.79,$3.01B,2016.0,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/bl
BKCC,BlackRock Capital Investment Corporation,6.03,$428.23M,2007.0,,,https://www.nasdaq.com/symbol/bkcc
TCPC,BlackRock TCP Capital Corp.,14.25,$837.99M,2012.0,,,https://www.nasdaq.com/symbol/tcpc
BLMN,"Bloomin Brands, Inc.",19.91,$1.84B,2012.0,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/blmn
BCOR,"Blucora, Inc.",35.95,$1.71B,,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/bcor
BLBD,Blue Bird Corporation,25.15,$681.84M,2014.0,Capital Goods,Construction/Ag Equipment/Trucks,https://www.nasdaq.com/symbol/blbd
BHBK,"Blue Hills Bancorp, Inc.",24.95,$671.19M,2014.0,Finance,Major Banks,https://www.nasdaq.com/symbol/bhbk
BLUE,"bluebird bio, Inc.",139.45,$7.55B,2013.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/blue
